start,low,high,open,close,volume
1737304500,3402.04,3414.47,3402.15,3402.35,770.9707393
1737304800,3396.3,3405.89,3402.63,3397.21,615.76444554
1737305100,3395.04,3408.33,3397.2,3408.06,732.52116182
1737305400,3401.57,3414.55,3408.05,3402.71,709.55319356
1737305700,3396.65,3411,3402.63,3405.94,801.05528765
1737306000,3402.03,3419.92,3406.3,3412.58,778.51270001
1737306300,3404.09,3413.4,3412.11,3409.81,597.12683592
1737306600,3401.23,3416.51,3409.93,3402.03,777.6616949
1737306900,3382.11,3407.9,3402.17,3389.18,1139.71996113
1737307200,3385.71,3402.96,3389.67,3401.57,898.39955575
1737307500,3401.32,3432.77,3401.32,3422.32,2120.57944368
1737307800,3402.1,3425.15,3422.33,3404.11,1019.43378179
1737308100,3399.12,3412.93,3403.66,3410.05,612.12678468
1737308400,3408.82,3421.97,3410.27,3416.33,702.96157304
1737308700,3410.38,3421.81,3416.5,3421.01,681.49233314
1737309000,3419.77,3439.62,3420.88,3434.7,1246.83280465
1737309300,3433.52,3443.42,3434.7,3438.27,868.29658682
1737309600,3431.16,3445,3438.28,3432.67,862.86494471
1737309900,3424.01,3432.95,3432.7,3429.67,902.24002643
1737310200,3429.24,3436.72,3429.65,3431.01,650.49525546
1737310500,3418.65,3432.41,3431.01,3422.15,774.8613027
1737310800,3411.77,3423,3422.54,3413.8,527.57151136
1737311100,3404.46,3414.69,3413.8,3406.24,2282.00704081
1737311400,3402.29,3411.32,3406.24,3403.65,798.43402034
1737311700,3403.19,3414.02,3403.65,3411.9,460.23504576
1737312000,3405.71,3414,3411.69,3407.47,496.90306425
1737312300,3404.7,3415.3,3407.47,3413.87,683.85939101
1737312600,3413.24,3420.4,3413.64,3415.23,870.14637661
1737312900,3414.74,3429.63,3415.01,3428.38,1096.22469656
1737313200,3419.45,3428.62,3428.16,3421.67,590.7737632
1737313500,3416.22,3426.1,3421.36,3417.39,376.01109494
1737313800,3416.52,3425.84,3417.64,3419.09,362.12666516
1737314100,3415.12,3423.7,3419.08,3420.63,341.88851671
1737314400,3417.8,3429.07,3420.22,3420.21,686.10864805
1737314700,3419,3425.76,3419.92,3423.49,720.14796443
1737315000,3417.72,3426.22,3423.49,3422.8,393.54748282
1737315300,3410.06,3423.35,3422.81,3413.44,852.04085788
1737315600,3407,3414.2,3413.45,3410.87,440.8994408
1737315900,3409.62,3415.85,3410.88,3414.04,283.20672726
1737316200,3406.77,3414.01,3413.8,3409.99,331.16151073
1737316500,3402.61,3414.87,3409.73,3414.86,430.56991481
1737316800,3412.62,3427.72,3414.85,3421.61,760.77744492
1737317100,3415.13,3427.02,3421.61,3424.42,944.20916034
1737317400,3405.86,3425.71,3424.49,3408.5,823.38925475
1737317700,3399.26,3415.77,3408.5,3410.5,660.19861513
1737318000,3406.94,3419.07,3410.5,3418.71,580.60027471
1737318300,3410.6,3419.47,3418.89,3413.84,384.82203704
1737318600,3408.15,3417.44,3413.84,3411.84,573.29497827
1737318900,3402.03,3413.82,3411.48,3402.83,448.36134074
1737319200,3398.13,3403.92,3402.82,3400.73,508.35523294
1737319500,3386.75,3404.42,3400.74,3388.13,727.88659174
1737319800,3358.9,3388.38,3388.38,3382.19,2347.8658936
1737320100,3369.79,3383.16,3382.21,3374,831.25699352
1737320400,3334.75,3375.52,3374,3338.15,1279.20468141
1737320700,3336.25,3364.63,3337.68,3364.37,1045.99061842
1737321000,3360,3372.58,3364.17,3370.72,1163.57536744
1737321300,3361.59,3373.59,3370.73,3367.07,901.81668729
1737321600,3349.36,3370.21,3367.45,3351.07,1147.29870723
1737321900,3204.7,3351.04,3351.04,3245.03,7838.71462249
1737322200,3246.54,3289.81,3247.37,3283.71,6072.43398822
1737322500,3258.65,3293.73,3284.02,3276.14,3024.02624736
1737322800,3247.55,3284.35,3276.21,3249.37,2004.31687262
1737323100,3218.53,3269.25,3250.15,3232.33,2771.78334559
1737323400,3208.8,3256.68,3231.7,3212.95,2719.75696222
1737323700,3212.14,3240.79,3212.96,3227.81,2021.65358734
1737324000,3204.8,3244.83,3227.75,3226.67,2635.0642416
1737324000,3204.8,3244.83,3227.75,3226.67,2635.0642416
1737324300,3220.32,3256.41,3227.19,3227.42,2316.57616083
1737324600,3156.72,3259.91,3226.81,3257.64,7850.75820311
1737324900,3246.63,3310.83,3257.35,3277.62,3838.41730536
1737325200,3242.87,3280.73,3278.24,3270.69,3754.82761037
1737325500,3264.08,3290.56,3270.45,3289.85,995.52262489
1737325800,3256.64,3289.84,3289.33,3257.66,830.60197783
1737326100,3224.41,3258.78,3257.81,3227.89,1901.21889449
1737326400,3225.6,3251.99,3227.13,3248.81,1237.08266063
1737326700,3168.31,3249.87,3249.87,3203.55,2006.99471811
1737327000,3181.57,3245.6,3203.55,3242.42,3240.31261487
1737327300,3227.51,3266.18,3242.42,3266.18,1547.91076722
1737327600,3201.51,3266.94,3265.35,3221.28,2369.91959459
1737327900,3215.62,3242.12,3220.82,3237.57,1939.00210332
1737328200,3189.05,3240.96,3237.55,3192.2,2251.29274207
1737328500,3173.21,3222.17,3192.19,3185.38,2476.31140465
1737328800,3183,3223.52,3185.42,3200.14,1873.16188997
1737329100,3156.05,3204.15,3200.65,3169.43,2524.61009165
1737329400,3158.39,3219.98,3169.45,3218.03,3686.51479648
1737329700,3167,3219.96,3218.08,3169.25,2474.91946547
1737330000,3166.61,3222.41,3167.63,3213.41,3692.5197872
1737330300,3210.17,3236.32,3213.42,3229.31,1910.99059423
1737330600,3200.34,3230.2,3230.2,3203.23,3336.99629225
1737330900,3192.85,3216.66,3203.83,3210.03,3357.92525623
1737331200,3179,3215.7,3211.85,3201.69,2293.45847019
1737331500,3200.22,3224.19,3202.21,3203.64,1357.09192288
1737331800,3193.95,3215.23,3203.61,3209,1226.5584852
1737332100,3188.29,3216.48,3210.25,3188.44,1333.07748979
1737332400,3179.19,3207.24,3188.49,3202.36,1700.24148883
1737332700,3179.07,3207.42,3202.17,3182.2,1081.81540182
1737333000,3167.49,3199.19,3182.12,3186.56,1379.20184917
1737333300,3152.5,3195.62,3186.59,3166.82,1945.11029187
1737333600,3153.73,3194.89,3166.82,3189.16,2418.82249075
1737333900,3139.61,3191.86,3188.86,3150.56,2531.88933729
1737334200,3147.9,3183.8,3149.64,3171.68,2227.16770189
1737334500,3158.93,3178.5,3171.74,3166.23,2905.85639309
1737334800,3161.51,3190.8,3166.92,3180.35,2074.49337158
1737335100,3171.6,3206.41,3180.65,3195.22,2430.93772979
1737335400,3184.25,3205.03,3195.63,3199.5,1712.46234244
1737335700,3186.38,3208.13,3199.67,3194.31,1427.0360064
1737336000,3170,3194.28,3193.84,3191.07,1843.17589452
1737336300,3179.85,3198.43,3191.51,3190.05,1383.80712172
1737336600,3179.28,3203.31,3189.55,3200.76,2105.48799353
1737336900,3198.79,3215.88,3201.47,3204.48,1934.89496999
1737337200,3175,3206.32,3204.33,3179.64,1238.72459147
1737337500,3176.79,3193.04,3179.51,3181.93,759.87080055
1737337800,3168.52,3184.65,3182.54,3178.89,1114.38832201
1737338100,3176.59,3197.41,3178.82,3196.29,996.33766194
1737338400,3192.49,3221.13,3196.38,3214.46,1613.38489742
1737338700,3209.83,3227.84,3214.46,3221.17,800.12894548
1737339000,3218.48,3228.85,3220.38,3222.33,809.11401566
1737339300,3218.72,3242.23,3222.32,3241.08,936.91929351
1737339600,3234.97,3252.8,3241.06,3251.36,883.88510361
1737339900,3241.45,3264.05,3251.41,3263.25,1483.51904111
1737340200,3257.66,3270.4,3263.54,3266.9,860.6589933
1737340500,3247.05,3268.68,3267.19,3254.49,1044.27136799
1737340800,3229.74,3254.86,3254.61,3234.76,1182.30504557
1737341100,3229.44,3247.01,3234.79,3243.76,1169.22886183
1737341400,3239.51,3258.04,3244.12,3242.5,1844.25034193
1737341700,3237.48,3254.95,3242.13,3241,1658.39139784
1737342000,3223.57,3243.85,3241.11,3238.6,776.99085654
1737342300,3232.8,3245.86,3238.35,3237.41,567.78761128
1737342600,3234.59,3253.12,3237.6,3248.75,598.11735481
1737342900,3244.11,3268.63,3248.52,3264.79,1186.63321519
1737343200,3248.36,3273.38,3264.65,3252.93,964.20259989
1737343500,3239.11,3255.56,3253.2,3245.18,792.49237921
1737343800,3240.51,3260.37,3245.17,3258.93,778.21095553
1737344100,3257.39,3277.03,3259.3,3260.16,984.14178857
1737344400,3258.41,3272.88,3259.84,3268.87,579.19349779
1737344700,3257.35,3272.32,3269.36,3262,719.84225685
1737345000,3258.39,3270.09,3261.81,3267.97,810.93452579
1737345300,3261.35,3273.12,3267.92,3268.72,509.73141348
1737345600,3254.15,3268.64,3268.64,3254.33,665.83787877
1737345900,3246.41,3257.03,3254.45,3250.77,413.11298766
1737346200,3248.96,3266.78,3250.99,3254.84,393.27535685
1737346500,3249.11,3264.62,3254.65,3254.21,543.66145319
1737346800,3250.83,3264.66,3254.25,3255.47,631.83637537
1737347100,3247.23,3256.66,3255.58,3255.13,381.29794407
1737347400,3251.26,3261.03,3255.24,3257.76,395.42318714
1737347700,3256.87,3268.24,3257.59,3262.15,485.82932124
1737348000,3259.39,3275.39,3262.3,3273.68,345.94264953
1737348300,3272.46,3297.83,3273.73,3281.31,1449.07843298
1737348600,3265.93,3281.32,3281.2,3267.01,568.38814445
1737348900,3264.45,3272.13,3267.01,3267.11,589.42980821
1737349200,3263.94,3280.31,3267.18,3278.89,738.28891711
1737349500,3278.93,3307.89,3279.25,3306.21,696.49421558
1737349800,3296.16,3315.52,3306.21,3297.18,945.67171423
1737350100,3289.73,3308.41,3297.08,3292.55,774.44813043
1737350400,3283.49,3297.54,3292.23,3289.74,524.25862807
1737350700,3279.63,3290.02,3290.02,3283.91,398.80118806
1737351000,3267.15,3287.62,3284.01,3267.46,566.33292497
1737351300,3265.24,3275.21,3267.82,3273.89,659.45615064
1737351600,3273.89,3284.3,3273.89,3283.19,434.42473421
1737351900,3276.28,3288.17,3283.2,3286.66,660.01124294
1737352200,3285.57,3294.6,3286.96,3289.19,540.77787585
1737352500,3280.25,3289.16,3289.06,3287.54,258.93570381
1737352800,3287.3,3302.04,3287.36,3297.23,422.11973593
1737353100,3282.36,3301.95,3297.23,3287.5,528.35158434
1737353400,3283.91,3303.62,3287.49,3298.92,640.5546979
1737353700,3291.01,3304.75,3298.92,3297.37,462.71450438
1737354000,3293.41,3304.71,3297.38,3296.47,503.88502802
1737354300,3289.4,3304.9,3296.62,3300.08,970.34208926
1737354600,3298.18,3309.28,3300.19,3303.54,790.07230534
1737354900,3300.51,3319.99,3303.47,3318.97,794.89784366
1737355200,3319.02,3349.7,3319.09,3347.85,1808.96931166
1737355500,3348.37,3395,3348.37,3394.57,3038.74102386
1737355800,3386.18,3429.45,3394.1,3416.83,2703.12182706
1737356100,3388,3448,3416.83,3411.83,3972.96234995
1737356400,3407.89,3436.54,3410.91,3412.78,3649.4742323
1737356700,3407.07,3433.17,3411.46,3416.15,2317.05338022
1737357000,3404.4,3430.43,3415.24,3421.72,1307.6044645
1737357300,3401.39,3426.7,3420.71,3417.59,1009.0774758
1737357600,3379.28,3419.59,3417.07,3392.13,1676.62828523
1737357900,3387.79,3400,3392.55,3393.37,1167.58797864
1737358200,3364.18,3394.86,3392.88,3365.55,1400.51499949
1737358500,3347.2,3371.09,3366.38,3364.4,1556.14236754
1737358800,3353.95,3375.04,3365.16,3371.5,1254.93190269
1737359100,3366.31,3386.51,3371.86,3383.36,807.22710093
1737359400,3378.36,3388.25,3383.21,3384.59,862.84748924
1737359700,3367.3,3388,3384.72,3377.09,611.61929578
1737360000,3375.01,3388.23,3377.09,3379.77,574.84939111
1737360300,3378.85,3389.97,3379.22,3388.23,432.67108237
1737360600,3384.5,3400,3388.12,3396.01,616.17953502
1737360900,3385.84,3402.8,3396.28,3399.95,587.35872123
1737361200,3394.53,3403.36,3399.64,3401.62,642.68428364
1737361500,3394.68,3404.8,3401.54,3394.68,400.90958964
1737361800,3388.8,3407.58,3394.29,3400.04,1040.9510819
1737362100,3395.58,3403.2,3400.03,3401.22,631.57317938
1737362400,3390.18,3403.6,3401.14,3393.21,681.62866774
1737362700,3378.62,3393.22,3392.78,3382.47,658.08955862
1737363000,3381,3389.78,3382.46,3385.73,381.34455724
1737363300,3382.2,3389.68,3385.47,3388.6,255.90117232
1737363600,3380.33,3389.65,3388.5,3386.72,366.96679468
1737363900,3386.13,3408.4,3386.45,3402.69,1046.95539062
1737364200,3387.51,3405.4,3403.39,3394.04,574.03392429
1737364500,3385.73,3398.21,3394.15,3388.95,584.60420032
1737364800,3380.74,3389.43,3389.05,3381.01,423.11871049
1737365100,3363.79,3380.82,3380.82,3374.84,802.64365695
1737365400,3365.79,3388.04,3375.05,3369.16,774.4289703
1737365700,3348.91,3372.34,3368.94,3350,973.04203872
1737366000,3349.67,3369.82,3349.87,3367.62,620.34936443
1737366300,3356.21,3371.79,3367.99,3359.3,454.30973639
1737366600,3350.69,3362.59,3358.87,3362.43,662.9546678
1737366900,3358.71,3365.57,3362.3,3359.52,417.54024507
1737367200,3354.22,3365.48,3359.8,3361.95,756.73497314
1737367500,3356.64,3368.8,3361.77,3368.34,686.76766027
1737367800,3365.13,3375.03,3368.33,3365.69,290.74706294
1737368100,3365.67,3378.42,3365.68,3378.06,456.74477449
1737368400,3375.52,3382.8,3378.42,3381.82,336.78229566
1737368700,3378.85,3386.85,3381.82,3384.52,340.00060369
1737369000,3369.51,3386.86,3384.54,3369.51,369.73326025
1737369300,3357.35,3369.93,3369.44,3365.78,623.738032
1737369600,3365.68,3373.37,3365.68,3368.52,381.25121138
1737369900,3364.4,3375.64,3369.15,3368.23,272.66197325
1737370200,3355.4,3372.62,3368.34,3355.71,265.3493783
